region,permit_number,action,requester,cause,cause_detail,place,street,street_number,block,parcel,from_date,to_date,approved_by,species,number_of_trees,tree_action,notes
מנשה שרון,19875,כריתה,אפרת בוכנר,אחר,,קיסריה,לשם,10 ב',10634,221,2019-11-05 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,שפלרה שיחנית,1,,כריתה
מנשה שרון,19877,כריתה,פאייז עתאמנה,אחר,קרובים למבנה,כפר קרע,,,12128,34,2019-12-04 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,אורנים,3,,כריתה
מנשה שרון,19879,כריתה,ועד בית סולד 42 רמת השרון,עץ מת,,רמת השרון,סולד,42,6418,327,2019-10-07 00:00:00.000000,2021-10-07 00:00:00.000000,רמי דוידי,מכנף נאה,1,,יבש מת לכריתה
מנשה שרון,19881,כריתה,עיריית רעננה,בניה,,רעננה,"זרחין ,מגרש חניה עירוני",,7657,10,2019-12-12 00:00:00.000000,2021-12-12 00:00:00.000000,רמי דוידי,פיקוס בינימינה,15,,לכריתה
מנשה שרון,19882,כריתה,גיל סלע,אחר,ביצי עורבים ומהווים מטרד,פרדסיה,הצבר,40,,,2019-10-08 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,ברוש מצוי,2,,לכריתה
מנשה שרון,19884,כריתה,ניצני רז,אחר,נזק לקיר גינה וצנרת ביוב,רמת השרון,צבי בנימיני,7 ג',6416,96,2019-10-07 00:00:00.000000,2021-10-07 00:00:00.000000,רמי דוידי,פיקוס בינימינה,3,,לכריתה
מנשה שרון,19884,כריתה,ניצני רז,אחר,נזק לקיר גינה וצנרת ביוב,רמת השרון,צבי בנימיני,7 ג',6416,96,2019-10-07 00:00:00.000000,2021-10-07 00:00:00.000000,רמי דוידי,שפלרה מקרינה,1,,לכריתה
מנשה שרון,19885,כריתה,מרגלית נבון,אחר,נזק לקיר גינה,רעננה,מוצקין,33,7654,1,2019-10-07 00:00:00.000000,2021-10-07 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,19887,כריתה,טבח שאול,אחר,נפילת בדים פתאומית,הרצליה,החנית,6,,,2019-10-07 00:00:00.000000,2021-10-07 00:00:00.000000,רמי דוידי,דקל משולש,1,,דקל טבעות לכריתה
מנשה שרון,19889,כריתה,יעקב הרצנו,עץ מת,,פרדס חנה-כרכור,החבצלת,26,10107,280,2019-11-10 00:00:00.000000,2021-11-10 00:00:00.000000,רמי דוידי,ברוש גדול-פירות,6,,לימוני-כריתה
מנשה שרון,19890,כריתה,קיבוץ רמת השופט,בניה,,רמת השופט,א.ת רמת השופט מערבית למרלוג אוסם,,12345,5 מגרש 101,2020-08-06 00:00:00.000000,2022-08-07 00:00:00.000000,רמי דוידי,ברושים,77,,כריתה
מנשה שרון,19898,כריתה,עיריית כפר סבא,מחלת עץ,רקבונות בצוואר השורש,כפר סבא,גן אנטמן,,,,2019-10-09 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,פיקוס מעוקם,6,,לכריתה
מנשה שרון,19899,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,הרב קוק,16,,,2019-10-09 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,מילה ירוקת-עד,1,,לכריתה
מנשה שרון,19901,כריתה,עיריית כפר סבא,אחר,עם רקבונות ויבש,כפר סבא,אהרונוביץ,19,,,2019-10-20 00:00:00.000000,2021-10-20 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,19902,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,משה סנה,13,,,2019-10-09 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,19904,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,מענית,2,,,2019-10-09 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,פנסית דו-נוצתית,1,,לכריתה
מנשה שרון,19905,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,ויתקין,,,,2019-10-09 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,19906,כריתה,בועז הראל,בניה,,חיבת ציון,מגרש 359,,7924,"56,69,103",2020-12-03 00:00:00.000000,2022-12-04 00:00:00.000000,רמי דוידי,ברוש מצוי,2,,לכריתה
מנשה שרון,19907,כריתה,"אאורה השקעות בע""מ",בניה,,רמת השרון,בית גוברין,7,6547,114 מגרש 51,2019-10-16 00:00:00.000000,2021-10-17 00:00:00.000000,רמי דוידי,איקליפטוס המקור,3,,לכריתה
מנשה שרון,19912,כריתה,עיריית רמת השרון,אחר,יבש,רמת השרון,יחיעם,14,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,אולמוס קטן-עלים,1,,לכריתה
מנשה שרון,19913,כריתה,עיריית רמת השרון,עץ מת,,רמת השרון,מרדכי,8,,,2019-10-10 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,לכריתה
מנשה שרון,19914,כריתה,דוריה - שרה /אפרת שנטל,בניה,,פרדס חנה-כרכור,הגאון,50 א',10122,90,2020-06-30 00:00:00.000000,2021-06-30 00:00:00.000000,רמי דוידי,ברוש מצוי,6,,כריתה
מנשה שרון,19914,כריתה,דוריה - שרה /אפרת שנטל,בניה,,פרדס חנה-כרכור,הגאון,50 א',10122,90,2020-06-30 00:00:00.000000,2021-06-30 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,19914,כריתה,דוריה - שרה /אפרת שנטל,בניה,,פרדס חנה-כרכור,הגאון,50 א',10122,90,2020-06-30 00:00:00.000000,2021-06-30 00:00:00.000000,רמי דוידי,עצי פרי,2,,מנגו-כריתה
מנשה שרון,19914,כריתה,דוריה - שרה /אפרת שנטל,בניה,,פרדס חנה-כרכור,הגאון,50 א',10122,90,2020-06-30 00:00:00.000000,2021-06-30 00:00:00.000000,רמי דוידי,תות,1,,כריתה
מנשה שרון,19915,כריתה,קיבוץ מצר,בטיחות,,מצר,שטחי הקיבוץ,,,,2019-11-05 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,מכנף נאה,2,,כריתה
מנשה שרון,19915,כריתה,קיבוץ מצר,בטיחות,,מצר,שטחי הקיבוץ,,,,2019-11-05 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,פלפלון דמוי-אלה,1,,כריתה
מנשה שרון,19915,כריתה,קיבוץ מצר,בטיחות,,מצר,שטחי הקיבוץ,,,,2019-11-05 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,קזוארינה,5,,כריתה
מנשה שרון,19916,כריתה,ועד מקומי בית חנניה,עץ מת,,בית חנניה,אזור בית העם סקייטפארק,,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,כריתה
מנשה שרון,19916,כריתה,ועד מקומי בית חנניה,עץ מת,,בית חנניה,אזור בית העם סקייטפארק,,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,סיסם הודי,3,,כריתה
מנשה שרון,19916,כריתה,ועד מקומי בית חנניה,עץ מת,,בית חנניה,אזור בית העם סקייטפארק,,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,תמר קנרי,1,,כריתה
מנשה שרון,19917,כריתה,ברמן אנה,אחר,סתימת ביוב,פרדס חנה-כרכור,ברקאי,14,10076,271,2019-10-20 00:00:00.000000,2021-10-20 00:00:00.000000,רמי דוידי,פיקוס השדרות,1,,כריתה
מנשה שרון,19918,כריתה,ניקולאי לקובסקי,בטיחות,,זכרון יעקב,יאיר,10,11321,55 תת חלקה 2,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,ברוש גדול-פירות,1,,כריתה
מנשה שרון,19919,כריתה,רזניק ענת,עץ מת,,בנימינה,הרופא,10,10207,59,2019-10-20 00:00:00.000000,2021-10-20 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,
מנשה שרון,19920,העתקה,עלאא סמיר כבהא,בניה,,אום אל-קוטוף,,,8702,36 מגרש 203/4,2019-10-20 00:00:00.000000,2021-10-20 00:00:00.000000,רמי דוידי,זית אירופי,11,,
מנשה שרון,19921,העתקה,מועצה מקומית כפר קרע,בניה,,כפר קרע,אלחוארנה - מרכז תרבות,,12127,42-46,2019-10-17 00:00:00.000000,2021-10-17 00:00:00.000000,רמי דוידי,זיתים,11,,העתקה
מנשה שרון,19922,כריתה,מועצה מקומית פרדסיה,אחר,גורם נזק לקיר,פרדסיה,שבזי,62,,,2019-12-02 00:00:00.000000,2021-12-02 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,כריתה
מנשה שרון,19923,כריתה,מועצה מקומית פרדסיה,אחר,נזק לשורשים,פרדסיה,הברוש,63,,,2019-11-27 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,מילה סורית,1,,כריתה
מנשה שרון,19924,כריתה,מ.מ פרדסיה,אחר,גרימת נזק לקיר,פרדסיה,הצבר,40,,,2019-11-27 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,פיקוס הגומי,1,,לכריתה
מנשה שרון,19925,כריתה,מועצה מקומית פרדסיה,אחר,נוטה,פרדסיה,הדקל,4,,,2019-12-02 00:00:00.000000,2021-12-02 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,19926,כריתה,איתן שבתאי,הכשרה חקלאית,,כפר ויתקין,שטח חקלאי,מטעים חממות,8353,320 א',2019-10-10 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,אקליפטוסים,50,,דילול
מנשה שרון,19928,כריתה,יהב בנקובר,אחר,גורם לאלרגיה וקרוב לבית,כפר יונה,נחל בשור,36,,,2020-03-12 00:00:00.000000,2022-03-13 00:00:00.000000,רמי דוידי,סייאגרוס רומנזוף,1,,כריתה
מנשה שרון,19929,כריתה,מועצה אזורית עמק חפר,אחר,הפרשי גובה כתוצאה מפיתוח,כפר ויתקין,בית העם,,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,סיסם הודי,1,,כריתה
מנשה שרון,19930,כריתה,בונפיל שמואל,מחלת עץ,חדקונית,כפר יונה,שדרות מנחם בגין,38,,,2019-10-10 00:00:00.000000,2021-10-10 00:00:00.000000,רמי דוידי,תמר קנרי,1,,חדקונית-כריתה
מנשה שרון,19933,כריתה,בן עזרא תקוה,אחר,נפילת בדים ונזק לריצוף,כפר סבא,יקותיאל אדם,23,6427,563,2019-12-17 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,כריתה
מנשה שרון,19937,כריתה,וינגרטן יאיר,עץ מת,,רעננה,יגאל ידין,11 ד',6582,247/1,2019-11-07 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,שזיף אדום (פיסרדי),1,,יבש מת לכריתה
מנשה שרון,19938,כריתה,בלכמן עידו,אחר,צמודים לחומה,רעננה,עטרות,7,6579,687,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,הדרים,14,,הדר החושחש לכריתה
מנשה שרון,19938,כריתה,בלכמן עידו,אחר,צמודים לחומה,רעננה,עטרות,7,6579,687,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,פיקוס בינימינה,1,,פיקוס תאילנדי לכריתה.
מנשה שרון,19939,כריתה,ענת פרולינגר,אחר,נזק לחומה,רמת השרון,סמטת סביון,5,,,2019-11-10 00:00:00.000000,2021-11-10 00:00:00.000000,רמי דוידי,פיקוס הגומי,1,,לכריתה
מנשה שרון,19940,העתקה,אבו עביד,בניה,,מייסר,שכונה מזרחית,,8708,26 מגרש 1א',2019-11-27 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,זית אירופי,6,,העתקה
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,אלמוגן,1,העתקה,
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,ברוש גדול-פירות,1,כריתה,
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,כריתה,
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,גואיבה מצויה,1,כריתה,
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,ליגוסטרום יפני,1,כריתה,
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,מילה מ.ל.י.,2,כריתה,
מנשה שרון,19944,כריתה והעתקה,ויסמן מרק אלן,בניה,,אביאל,,,12416,100,2020-07-16 00:00:00.000000,2021-07-18 00:00:00.000000,רמי דוידי,פנסית דו-נוצתית,1,כריתה,
מנשה שרון,19945,כריתה,חברת החשמל לישראל,בניה,,חדרה,תחנת הכוח אורות רבין,,10651-10649,,2019-11-24 00:00:00.000000,2021-11-24 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,4,,כריתה
מנשה שרון,19945,כריתה,חברת החשמל לישראל,בניה,,חדרה,תחנת הכוח אורות רבין,,10651-10649,,2019-11-24 00:00:00.000000,2021-11-24 00:00:00.000000,רמי דוידי,תמר מצוי,1,,כריתה
מנשה שרון,19948,כריתה,אורן שריד,אחר,נזק לחומה,רעננה,בית השואבה,8,,,2019-10-20 00:00:00.000000,2021-10-20 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,2,,לכריתה
מנשה שרון,19949,כריתה,"צ.פ.חברה לבנין בע""מ",בניה,,רמת השרון,הנרייטה סולד,5,6417,65,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,אלמוגן,1,,לכריתה
מנשה שרון,19949,כריתה,"צ.פ.חברה לבנין בע""מ",בניה,,רמת השרון,הנרייטה סולד,5,6417,65,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,19949,כריתה,"צ.פ.חברה לבנין בע""מ",בניה,,רמת השרון,הנרייטה סולד,5,6417,65,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,פלומריה ריחנית לבן,2,,לכריתה
מנשה שרון,19949,כריתה,"צ.פ.חברה לבנין בע""מ",בניה,,רמת השרון,הנרייטה סולד,5,6417,65,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,קליסטמון,1,,לכריתה
מנשה שרון,19956,כריתה,ועד בית הדר 11,אחר,נטוי,הרצליה,הדר,11,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,19959,כריתה,עיריית הרצליה,אחר,מפריע לכניסה לחניה,הרצליה,בזל,47,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,סיסם הודי,1,,לכריתה
מנשה שרון,19962,כריתה,"קק""ל יער חורשים",אחר,הנחת קו צינור 60,חורשים,"צמוד לנחל קנה,הנחת קו מקורות",,,,2019-10-21 00:00:00.000000,2021-10-21 00:00:00.000000,רמי דוידי,איקליפטוס המקור,6,,לכריתה
מנשה שרון,19965,העתקה,חנה ליברמן,אחר,התקנת צובר גז,קיסריה,סי סנטר רחוב רקיע,1,12299,89,2019-12-19 00:00:00.000000,2021-12-19 00:00:00.000000,רמי דוידי,צאלון נאה,1,,כריתה
מנשה שרון,19974,כריתה,קיבוץ גבעת עוז,אחר,קווי חייץ,גבעת עוז,,,20395,27,2019-11-27 00:00:00.000000,2021-11-28 00:00:00.000000,רמי דוידי,אורנים,150,,
מנשה שרון,19975,כריתה,קיבוץ גן שמואל,אחר,סכנה,גן שמואל,סמוך לכיתת האולפן ללימוד עברית,,10023,53,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,פיקוס השדרות,4,,כריתה
מנשה שרון,19977,כריתה,סעיד ערדה,אחר,יבשים וחולים,מייסר,,,,,2019-11-24 00:00:00.000000,2021-11-24 00:00:00.000000,רמי דוידי,אראוקריה רמה,2,,
מנשה שרון,19977,כריתה,סעיד ערדה,אחר,יבשים וחולים,מייסר,,,,,2019-11-24 00:00:00.000000,2021-11-24 00:00:00.000000,רמי דוידי,תמר מצוי,2,,
מנשה שרון,19979,כריתה,עיריית יקנעם,עץ מת,,יקנעם,מס' רחובות,,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,כריתה (רח' הצאלים / אילנות)
מנשה שרון,19979,כריתה,עיריית יקנעם,עץ מת,,יקנעם,מס' רחובות,,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,אורנים,4,,כריתה (רח' הגיבורים 13-15)
מנשה שרון,19979,כריתה,עיריית יקנעם,עץ מת,,יקנעם,מס' רחובות,,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,אורנים,1,,כריתה(רח' החרצית)
מנשה שרון,19979,כריתה,עיריית יקנעם,עץ מת,,יקנעם,מס' רחובות,,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,ברושים,4,,"כריתה (רח' החרצית + ביה""ס הדסים ישן)"
מנשה שרון,19979,כריתה,עיריית יקנעם,עץ מת,,יקנעם,מס' רחובות,,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,חרוב מצוי,1,,כריתה (רח' הדודאים)
מנשה שרון,19979,כריתה,עיריית יקנעם,עץ מת,,יקנעם,מס' רחובות,,,,2019-11-18 00:00:00.000000,2021-11-18 00:00:00.000000,רמי דוידי,קזוארינה,3,,"כריתה (2 ברח' אלונים , 1 ברח' הגיבורים)"
מנשה שרון,19981,כריתה,מירב חמי,אחר,גרימת נזק,זכרון יעקב,אלונים,17,11317,76,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אלמוגן,1,,כריתה
מנשה שרון,19988,כריתה,אריה בן צבי,אחר,נפילת ענפים גדולים,קיסריה,הדולב,52,10620,406,2019-11-14 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,שלטית מקומטת,1,,כריתה
מנשה שרון,19989,כריתה,מרקוביץ יאיר,אחר,נוטה לכיוון הבית,כוכב יאיר,גלבוע,61,,,2019-11-07 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,19990,כריתה,שלום שטארק,בניה,,פרדס חנה-כרכור,הראשונים,27,10103,364,2019-12-04 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,כריתה
מנשה שרון,19990,כריתה,שלום שטארק,בניה,,פרדס חנה-כרכור,הראשונים,27,10103,364,2019-12-04 00:00:00.000000,2021-12-05 00:00:00.000000,רמי דוידי,תמר מצוי,1,,כריתה
מנשה שרון,19991,כריתה והעתקה,חברת חשמל לישראל,אחר,הנחת כבל חשמל,חריש,הנחת כבל חשמל מתח גבוה בחריש,תכנית עבודה ח.צ 209625,,,2020-02-24 00:00:00.000000,2022-02-24 00:00:00.000000,רמי דוידי,אורן ירושלים,54,כריתה,
מנשה שרון,19991,כריתה והעתקה,חברת חשמל לישראל,אחר,הנחת כבל חשמל,חריש,הנחת כבל חשמל מתח גבוה בחריש,תכנית עבודה ח.צ 209625,,,2020-02-24 00:00:00.000000,2022-02-24 00:00:00.000000,רמי דוידי,איקליפטוס המקור,12,כריתה,
מנשה שרון,19991,כריתה והעתקה,חברת חשמל לישראל,אחר,הנחת כבל חשמל,חריש,הנחת כבל חשמל מתח גבוה בחריש,תכנית עבודה ח.צ 209625,,,2020-02-24 00:00:00.000000,2022-02-24 00:00:00.000000,רמי דוידי,ברוש מצוי,14,כריתה,
מנשה שרון,19991,כריתה והעתקה,חברת חשמל לישראל,אחר,הנחת כבל חשמל,חריש,הנחת כבל חשמל מתח גבוה בחריש,תכנית עבודה ח.צ 209625,,,2020-02-24 00:00:00.000000,2022-02-24 00:00:00.000000,רמי דוידי,חרוב מצוי,3,כריתה,
מנשה שרון,19992,כריתה,בנימין יונס,עץ מת,,מתן,הדר,14,8806,37,2019-11-05 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,ברוש מצוי,10,,ברוש לימוני יבשים מתים
מנשה שרון,19995,כריתה,גרינברג עמית,אחר,עם פיצול וגורם נזק,כפר סבא,מור,16,,,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,לכריתה
מנשה שרון,19996,כריתה,וינגורטין אליסיה,אחר,גבוה על הבית,כפר סבא,תרי עשר,24,,,2019-12-23 00:00:00.000000,2021-12-23 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,בחלק האחורי לכריתה.
מנשה שרון,19997,כריתה,קיבוץ רמת הכובש,אחר,עם רקבונות,רמת הכובש,ליד השער הישן,,7582,11,2019-11-10 00:00:00.000000,2021-11-10 00:00:00.000000,רמי דוידי,פקן תרבותי,8,,לכריתה
מנשה שרון,19998,כריתה,עיריית כפר סבא,אחר,להחליף לזן אחר,כפר סבא,"השמחה,קרן המוסיקה",,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,דקל משולש,7,,דקל רובליני לכריתה.
מנשה שרון,19999,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,"קרן היסוד,בסמטה",,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,יבש מת לכריתה
מנשה שרון,20000,כריתה,עיריית כפר סבא,אחר,עם ריקבון,כפר סבא,שלום עליכם,19,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,לכריתה
מנשה שרון,20001,כריתה,עיריית כפר סבא,אחר,גורם נזק לגדר,כפר סבא,"האלה,גן סתוונית",,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,אזדרכת מצויה,1,,לכריתה
מנשה שרון,20002,כריתה,עיריית כפר סבא,אחר,יבש,כפר סבא,רופין,12,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,כרבל לביד,1,,לכריתה
מנשה שרון,20003,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,הגליל,25,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,בוהיניה מגוונת,1,,לכריתה
מנשה שרון,20004,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,מבצע יונתן,12,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיסם הודי,1,,לכריתה
מנשה שרון,20005,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,המפלס,,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,20006,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,גולומב,9,,,2019-11-12 00:00:00.000000,2021-11-29 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,לכריתה
מנשה שרון,20007,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,ויצמן,45,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,לכריתה
מנשה שרון,20008,כריתה,עיריית כפר סבא,אחר,כמעט מת,כפר סבא,ירושלים,57,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיסם הודי,1,,לכריתה
מנשה שרון,20009,כריתה,עיריית כפר סבא,אחר,נטוי עם התרוממות קרקע,כפר סבא,ארזים,11,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיסם הודי,1,,לכריתה
מנשה שרון,20010,כריתה,עיריית כפר סבא,עץ מת,,כפר סבא,פארק כפר סבא,,,,2019-11-12 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,לכריתה
מנשה שרון,20011,כריתה,עיריית רמת השרון,עץ מת,,רמת השרון,הנצח,25,,,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,ברוש מצוי,3,,יבשים מתים לכריתה
מנשה שרון,20012,כריתה,עיריית רמת השרון,עץ מת,,רמת השרון,אוסישקין פינת רח' ביאליק,,,,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,סיסם הודי,1,,לכריתה
מנשה שרון,20014,כריתה,רוני חדד,אחר,נפילת ענפים פתאומית,רמת השרון,סמטת הרב,2,,,2019-11-06 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,ושינגטוניה חסונה,1,,לכריתה
מנשה שרון,20015,כריתה,אברהם דרור,בניה,,בית ינאי,הים,7,8337,75,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,דקל משולש,2,,דקלים לכריתה
מנשה שרון,20017,כריתה,ארז רצ'אבי,אחר,קרובים מאוד לבית,אבן יהודה,תירוש,2,,,2019-11-07 00:00:00.000000,2021-11-07 00:00:00.000000,רמי דוידי,סייגרוס רומנזוף,3,,לכריתה
מנשה שרון,20022,כריתה,ועד בית המדרון 3,אחר,גורמים נזק ונטויים,הרצליה,המדרון,3,,,2019-11-10 00:00:00.000000,2021-11-10 00:00:00.000000,רמי דוידי,פיקוס השדרות,3,,לכריתה
מנשה שרון,20022,כריתה,ועד בית המדרון 3,אחר,גורמים נזק ונטויים,הרצליה,המדרון,3,,,2019-11-10 00:00:00.000000,2021-11-10 00:00:00.000000,רמי דוידי,תמר מצוי,1,,לכריתה
מנשה שרון,20026,כריתה,שמיר ניר,אחר,נזק לריצוף וצנרת ביוב,כפר שמריהו,התלמים,8,6671,188,2020-02-04 00:00:00.000000,2022-02-06 00:00:00.000000,רמי דוידי,פיקוס בינימינה,17,,לכריתה
מנשה שרון,20028,כריתה,שי מילר,בניה,,רעננה,אשר,51,6579,308 מגרש 2,2021-01-04 00:00:00.000000,2023-01-04 00:00:00.000000,רמי דוידי,אראוקריה רמה,2,,לכריתה
מנשה שרון,20028,כריתה,שי מילר,בניה,,רעננה,אשר,51,6579,308 מגרש 2,2021-01-04 00:00:00.000000,2023-01-04 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,20030,כריתה,אלכסנדרה גלולה,אחר,שידרוג הגינה,רמת השרון,למרחב,51,6599,343,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ארכי-תמר קנינגהם,2,,דקל טבעות לכריתה
מנשה שרון,20030,כריתה,אלכסנדרה גלולה,אחר,שידרוג הגינה,רמת השרון,למרחב,51,6599,343,2019-11-13 00:00:00.000000,2021-11-14 00:00:00.000000,רמי דוידי,ביסמרקיה אצילה,1,,לכריתה
